dictionaryWordId,dictionaryId,correct,wordType,isWarning,isReference,status,frequency,relevance,warningType,listId,name,creatorUserId,clientComment,search
54463,1000143,defences,1,0,0,1,1,23,0,1,The National,9217,,defenses
55105,1000143,defunct,1,0,0,1,1,23,0,1,The National,9217,,now defunct
55475,1000143,Deir Ezzor,2,0,0,1,1,29,0,1,The National,9220,City and governorate in eastern Syria.,
54187,1000143,Deira,2,0,0,1,1,31,0,1,The National,9217,,
54769,1000143,Dekabank,2,0,0,1,1,31,0,1,The National,9217,,
54781,1000143,deleverage,1,0,0,1,1,31,0,1,The National,9217,,
55476,1000143,"deny, refute, rebut",1,0,1,1,1,29,0,1,The National,9220,"To deny something, one first has to be accused of it. To deny it is to simply state that the accusation is untrue. To rebut it is to argue that it is untrue. To refute it is to prove that it is untrue. Do not qualify denials (adamantly denied, strenuously denied, etc).",
55477,1000143,department,1,0,1,1,1,29,0,1,The National,9220,"Uppercase the names of government departments and proper names of the departments of foreign governments (the Department of Transport; the Naturalisation and Residency Department; the Department of Homeland Security).Lowercase academic and company departments (the English department, the maths department).Do not abbreviate to dept except in charts and tables, if necessary.",
55479,1000143,dependant,1,0,0,1,1,29,0,1,The National,9220,"Dependants are people, often children, who depend on others. They are dependent.",
55478,1000143,"dependant, dependent",1,0,1,1,1,29,0,1,The National,9220,"Dependants are people, often children, who depend on others. They are dependent.",
55480,1000143,dependent,1,0,0,1,1,29,0,1,The National,9220,"To depend on someone or something. Dependants are people, often children, who depend on others. They are dependent.",
55481,1000143,deploy,1,1,0,1,1,29,1,1,The National,9220,"Use only in a military context. In other contexts, use send, post or station. ",
55482,1000143,deputy,1,0,1,1,1,29,0,1,The National,9220,"Uppercase when it forms part of a title of the second to the leader of a government from any country. Deputy Prime Minister, but deputy foreign minister. To avoid confusion, do not use as a synonym for a member of a parliament.",
55483,1000143,Deraa,2,0,0,1,1,21,0,1,The National,9220,Not Daraa.,Daraa
54420,1000143,Derek Lam,2,0,0,1,1,31,0,1,The National,9217,,
55485,1000143,"deserts, desserts",1,0,1,1,1,29,0,1,The National,9220,Just deserts is what someone deserves. Dessert is the final course of a meal.,
55486,1000143,despatched,1,1,0,1,1,29,1,1,The National,9220,"Sent, unless you mean killed. If you do, use killed.",
56620,1000143,destroyed,1,0,0,1,1,21,0,1,The National,9220,"&nbsp;No,&nbsp;destroyed.",totally destroyed
54965,1000143,Deutsche,2,0,0,1,1,31,0,1,The National,9217,,
54837,1000143,Deyaar,2,0,0,1,1,31,0,1,The National,9217,,
54071,1000143,Dh,4,0,0,1,2,23,0,1,The National,9217,,AED
55461,1000143,Dhale,2,0,0,1,1,29,0,1,The National,9220,In Yemen.,
169748,1000143,Dhu Al Hijja,3,0,0,1,2,21,0,1,The National,9162,The month of Hajj,Dhu Al Hijjah
55488,1000143,"diabetes, diabetics",1,0,1,1,1,29,0,1,The National,9220,"Use Type 1, Type 2. Uppercase, no hyphen. Type 1 is often genetic and hereditary. Type 2 is the one that’s your own fault.",
54244,1000143,dialogue,1,0,0,1,1,23,0,1,The National,9217,,dialog
54421,1000143,Diane von Furstenberg,2,0,0,1,1,31,0,1,The National,9217,,
55490,1000143,dietitian,1,0,0,1,1,23,0,1,The National,9220,,dietician
55038,1000143,DIFC,4,0,0,1,1,29,0,1,The National,9217,"The Dubai International Financial Centre at first reference, thereafter the DIFC (not simply DIFC). Its legal system is the DIFC Courts.",
55491,1000143,"differ with, differ from",1,0,1,1,1,29,0,1,The National,9220,To differ with means to disagree; to differ from means to be unlike.,
54090,1000143,DIFX,2,0,0,1,1,31,0,1,The National,9217,,
2976948,1000143,"digitise, digitalise",1,0,0,1,1,29,0,1,The National,27299,"Use digitise to refer to converting data into digital form. I am digitising my old photos. Use digitalise to refer to, for example, a company or sector making greater use of digital technology. The news industry is digitalising rapidly.",
55492,1000143,dilemma,1,1,0,1,1,29,1,1,The National,9220,Means being faced with two or more options that all have unfavourable consequences. It is not a synonym for problem.,
55493,1000143,diplomat,1,1,0,1,1,29,1,1,The National,9220,"Diplomacy is a full-time profession and career, not a temporary political appointment, although diplomats may be directed by politicians. It is therefore inaccurate to describe, for example, the US Secretary of State and the British Foreign Secretary as their country’s top diplomat.",
55494,1000143,directions,1,0,1,1,1,29,0,1,The National,9220,"South-east, south-west, not southeast, southwest; north-east, north-west, not northeast, northwest, etc. Same with north-western, south-eastern, and so on.",
55495,1000143,director,1,0,0,1,1,29,0,1,The National,9220,Lowercase as a title (the director of the Naturalisation and Residency Department).,
55496,1000143,disabled,1,1,0,1,1,29,1,1,The National,9220,Describe a person as disabled – never handicapped or challenged – only when it is directly relevant to the story. Be specific about a person’s disability.,
55497,1000143,disc,1,0,0,1,1,29,0,1,The National,9220,Except for computer disks.,
54534,1000143,discovery,1,0,0,1,1,23,0,1,The National,9217,,discovert
55498,1000143,"discreet, discrete",1,0,1,1,1,29,0,1,The National,9220,Discreet means tactful or prudent; discrete means separate.,
55073,1000143,dishdasha,1,0,0,1,1,23,0,1,The National,9217,,dishdash
55499,1000143,disinterested,1,0,1,1,1,29,0,1,The National,9220,"disinterested, uninterestedDisinterested means impartial, uninterested means not interested (A referee should not be uninterested in a football match, but he should be disinterested about the result).",
55500,1000143,Disney,2,0,1,1,1,29,0,1,The National,9220,"Disneyland, California; Disney World, Florida; Disneyland Paris.",
55487,1000143,dispatched,1,1,0,1,1,29,1,1,The National,9220,"Sent, unless you mean killed. If you do, use killed.",
54860,1000143,diss,1,1,0,1,1,31,1,1,The National,9217,,
55501,1000143,dissociate,1,0,0,1,1,21,0,1,The National,9220,Not disassociate.,disassociate
55502,1000143,"distance, area, weights and measures",1,0,1,1,1,29,0,1,The National,9220,"Single fractions should be spelt out (three and a half) without hyphens. Always use the metric system, except when it is a firmly established convention not to and in sayings that are part of the language (a 850-square-foot flat; he was beaten to within an inch of his life). We do not use “m” as a shortener for metres, even in headlines, except where it’s relevant and cannot be mistaken for millions in Sport. As a rule of thumb, abbreviations for weights and measures are flush against the figure. Centimetres, kilometres, kilometres per hour, grams and kilograms are abbreviated to 1cm, 2km, 3kph, 4g and 5kg. Write them out only if talking in general terms. For example, the house was several kilometres away.  Use abbreviations for the following major measures only on second reference: • bpd for barrels per day (200m bpd) • Always write out the square in square metres, square kilometres and square feet. A special note about property stories: square feet remains acceptable when referring to single apartments and other small residential areas (the flat is 800 square feet). For larger areas, such as shopping malls, use square metres. Even larger projects should be referred to in hectares, which on second use can be shortened to a flush ha. Do not use any abbreviations if the measure is not repeated in the story.",
55503,1000143,"dive, dived",1,0,1,1,1,29,0,1,The National,9220,Do not use dove for the past tense.,
55504,1000143,divorced,1,1,0,1,1,29,1,1,The National,9220,Do not say a person is divorced unless it is pertinent to the story. Use single instead,
54861,1000143,diwaniyah,1,0,0,1,1,31,0,1,The National,9217,,
54867,1000143,diwaniyahs,1,0,0,1,1,31,0,1,The National,9217,,
55474,1000143,DJ,2,0,0,1,1,21,0,1,The National,9220,Use DJ for disc jockey.,deejay
55505,1000143,doctor,1,0,1,1,1,29,0,1,The National,9220,"In titles, abbreviate to Dr and generally use only to describe people with medical qualifications, or with a doctorate of relevance to the topic on which they are speaking.",
54696,1000143,doctorate,1,1,0,1,1,29,1,1,The National,9217,"Prefer to PhD. It is usually more elegant to say the person holds a doctorate and name their speciality (Peter Mackler, who holds a doctorate in psychology from the University of Paris).",
54263,1000143,Doctors Without Borders,2,0,0,1,1,21,0,1,The National,9217,Use Medecins Sans Frontieres.,Médecins Sans Frontières
55506,1000143,dogs,1,0,1,1,1,29,0,1,The National,9220,"Lowercase breed names (alsatian, fox terrier, poodle) except when a geographical term or adjective derived from a nationality precedes the term for a type of dog (Irish wolfhound, West Highland terrier, Old English sheepdog, German shepherd).",
55134,1000143,Dolce&Gabbana,2,0,0,1,1,31,0,1,The National,9217,,
54422,1000143,Donna Karan,2,0,0,1,1,31,0,1,The National,9217,,
55507,1000143,dos and don’ts,1,0,1,1,1,29,0,1,The National,9220,"Also ifs and buts, yeses and nos, ayes and nays.",
55047,1000143,dot-com,1,0,0,1,2,23,0,1,The National,9217,,dotcom
55508,1000143,double,1,0,1,1,1,29,0,1,The National,9220,"Double-barrelled, double-breasted, double-cross. But a double fault in tennis.",
55509,1000143,doughnut,1,1,0,1,1,29,1,1,The National,9220,"Not donut, unless part of a company name.",
55511,1000143,down payment,1,0,0,1,1,23,0,1,The National,9220,,downpayment
55019,1000143,Down syndrome,2,0,0,1,2,23,0,1,The National,9217,,Down Syndrome
55510,1000143,downmarket,1,0,0,1,1,23,0,1,The National,9220,,down market
55512,1000143,downplay,1,1,0,1,1,29,1,1,The National,9220,But play down is preferred.,
55513,1000143,downtown,1,1,0,1,1,29,1,1,The National,9220,"Prefer town centre or city centre, except in a proper name such as Downtown Dubai.",
54498,1000143,downwards,1,0,0,1,1,23,0,1,The National,9217,,downward
54114,1000143,Dr,4,0,0,1,1,23,0,1,The National,9217,,Dr.
2978192,1000143,Dr Sultan Al Jaber,3,0,0,1,1,29,0,1,The National,27299,"Minister of Industry and Advanced Technology and managing director and group chief executive of Adnoc. Where approporiate, UAE special envoy for climate change and chairman of Masdar.",
2978194,1000143,Dr Tedros Adhanom Ghebreyesus,3,0,0,1,1,29,0,1,The National,27299,"Director general of the WHO, Dr Tedros at second mention.",
55514,1000143,"draft, draught",1,0,1,1,1,29,0,1,The National,9220,"Use draft for a preliminary drawing up, a money order or to be called up for military service in the US. Draught is for beverages, an irritating flow of air, a type of horse and the depth to which a ship sinks in water. But a draughtsman is someone who does preliminary drawings. The board game is draughts, not drafts.",
55515,1000143,Drake & Scull,2,0,0,1,1,23,0,1,The National,9220,,Drake and Scull
55516,1000143,dramatic,1,1,0,1,1,29,1,1,The National,9220,"Avoid; if something is dramatic, let the facts speak for themselves.",
54269,1000143,drawing pins,1,0,0,1,1,23,0,1,The National,9217,,pushpins
55531,1000143,dreamt,1,0,0,1,1,23,0,1,The National,9220,,dreamed
55517,1000143,drink-drive,1,0,0,1,1,23,0,1,The National,9220,,drink drive
55518,1000143,drink-driver,1,0,0,1,1,23,0,1,The National,9220,,drink driver
55519,1000143,drink-driving,1,0,0,1,1,23,0,1,The National,9220,,drink driving
55532,1000143,drop caps,1,0,1,1,1,29,0,1,The National,9220,"If they start with a quote, use double quotes, then the first letter. The only time we use double quotes in furniture.",
55520,1000143,drowned,1,1,0,1,1,29,1,1,The National,9220,Always fatal. Note that was drowned implies that someone held that person’s head under water.,
55521,1000143,drugs,1,0,1,1,1,29,0,1,The National,9220,"Capitalise brand name drugs (Ritalin, Valium), but not generic ones (morphine, penicillin, marijuana, heroin). Surprisingly, tramadol is not a brand name",
55522,1000143,"drugs, medicine",1,0,1,1,1,29,0,1,The National,9220,"In the modern context, the word drugs has become closely associated with illegal drugs, so it is sometimes better to use medicine when referring to medication. And not medicines.",
54619,1000143,drunk,1,1,0,1,1,31,1,1,The National,9217,,
55523,1000143,du,1,0,0,1,1,29,0,1,The National,9220,But Du at the start of a sentence.,
54045,1000143,Dubai,2,0,0,1,1,31,0,1,The National,9217,,
55524,1000143,Dubai Department of Tourism and Commerce Marketing,2,0,0,1,1,21,0,1,The National,9220,Not&nbsp;Dubai Corporation for Tourism and Commerce Marketing,Dubai Corporation for Tourism and Commerce Marketing
55525,1000143,Dubai Financial Market,2,0,0,1,1,29,0,1,The National,9220," May be abbreviated to DFM on further reference, but only in Business. No parentheses required.",
54168,1000143,Dubai Marina,2,0,0,1,1,31,0,1,The National,9217,,
54489,1000143,Dubai Municipality,2,0,0,1,1,23,0,1,The National,9217,,the Dubai Municipality
55526,1000143,Dubai Parks and Resorts,2,1,0,1,1,29,1,1,The National,9220,"Not a company, but a group of theme parks.&nbsp;See DXB Entertainments",
55527,1000143,Dubai Ports Authority,2,0,0,1,1,29,0,1,The National,9220,Is a government regulator. DP World is a company.,
55528,1000143,Dubai World,2,0,0,1,1,21,0,1,The National,9220,Never abbreviate to DW.,DW
55016,1000143,Dubailand,2,0,0,1,1,31,0,1,The National,9217,,
54952,1000143,DUBAL,2,0,0,1,1,31,0,1,The National,9217,,
55529,1000143,dubbed,1,1,0,1,1,29,1,1,The National,9220,"Unless referring to Sir Spike Milligan, called, named, titled.",
54268,1000143,dummy,1,0,0,1,1,23,0,1,The National,9217,,pacifier
54424,1000143,Duro Olowu,2,0,0,1,1,31,0,1,The National,9217,,
54240,1000143,duvet,1,0,0,1,1,23,0,1,The National,9217,,comforter
54752,1000143,dwarfs,1,0,0,1,1,21,0,1,The National,9217,Not dwarves. Use only for Tolkien and Disney.,dwarves
55533,1000143,DXB Entertainments,2,0,0,1,1,29,0,1,The National,9220,The parent company that operates Dubai Parks and Resorts’ theme parks.,
55534,1000143,dynasty,1,0,0,1,1,29,0,1,The National,9220,"Lowercase (the Han dynasty, the dynasty).",
55543,1000143,E-coli,2,1,0,1,1,29,1,1,The National,9220,Italicise,
55535,1000143,"each, each other",1,0,1,1,1,29,0,1,The National,9220,"Singular and takes a singular verb (Each reporter is responsible for five stories a week). Two people look at each other, more than two people look at one another. In the possessive: each other’s toys, not each others’ toys.",
54023,1000143,EAD,2,0,0,1,1,31,0,1,The National,9217,,
55536,1000143,Eagle Hills,1,1,0,1,1,29,1,1,The National,9220,Do not abbreviate to Eagle.,
55537,1000143,"earlier, later",1,0,1,1,1,29,0,1,The National,9220,"Almost always redundant in phrases such as earlier this week or later this month. The chronology should be clear from the tense of the related verb: the ministers met [earlier] this week or the ministers will meet [later] this month. Every time you write it, take it out. If the sentence still makes sense, leave it out.",
55538,1000143,earnings,1,1,0,1,1,29,1,1,The National,9220,"Do not write earnings when you mean profits (try to say if they are operating, gross, pre-tax or net).",
55539,1000143,earth,1,0,0,1,1,29,0,1,The National,9220,Lowercase except when referring to planet Earth (down to earth; the space shuttle returned to Earth).,
55541,1000143,earthquakes,1,0,1,1,1,29,0,1,The National,9220,"Use magnitude to indicate the severity of an earthquake. Use estimated magnitude to describe the severity of a fresh quake, since the figures take time to confirm. Magnitude is measured from 0-10, but the Richter scale is no longer used. Temblor is an Americanism and should not be used. See also epicentre",
55542,1000143,east,1,0,0,1,1,29,0,1,The National,9220,"Uppercase in reference to regions or international politics, as in the East, but eastern philosophy. Lowercase for points of the compass.",
55540,1000143,east coast,1,0,0,1,1,29,0,1,The National,9220,Lowercase the UAE’s east coast.,
2976949,1000143,easyJet,3,0,0,1,1,29,0,1,The National,27299,"If it’s at the start of a sentence, use EasyJet. Otherwise, it’s easyJet.",
2976950,1000143,eatery,1,0,0,1,1,29,0,1,The National,27299,Avoid because it sounds twee and downmarket. Venue can be used to avoid repeating restaurant. ,
54325,1000143,eco-tourism,1,0,0,1,1,23,0,1,The National,9217,,ecotourism
58393591,1000143,Ecuadorian,2,0,0,1,1,23,0,1,The National,27299,,Ecuadorean
55544,1000143,edition,1,1,0,1,1,29,1,1,The National,9220,"Only printed matter – a book, a play, a newspaper, a magazine – has editions. Events, festivals, exhibitions, shows, concerts etc do not. There is no third edition of the Mother of the Nation festival. It would be the third annual Mother of the Nation festival.",
55546,1000143,"effect, affect",1,0,1,1,1,29,0,1,The National,9220,"Affect is a verb that means to influence, or to assume a guise or pretence. Effect is the result.&nbsp;",
55547,1000143,"effective, effectively, in effect",1,0,1,1,1,29,0,1,The National,9220,"Effectively means with effect; if you mean in effect, say so. The matter was effectively dealt with on Friday means it was done well on Friday. The matter was, in effect, dealt with on Friday means it was more or less attended to on Friday.",
55548,1000143,EFG Hermes,2,0,0,1,1,29,0,1,The National,9220,No hyphen.,
54943,1000143,eGate,2,0,0,1,1,31,0,1,The National,9217,,
54944,1000143,eGates,2,0,0,1,1,31,0,1,The National,9217,,
54675,1000143,Eid Al Fitr,2,0,0,1,1,31,0,1,The National,9217,,
54029,1000143,EIG,2,0,0,1,1,31,0,1,The National,9217,,
54481,1000143,eighty-something,1,0,0,1,1,23,0,1,The National,9217,,eightysomething
54482,1000143,eighty-somethings,1,0,0,1,1,23,0,1,The National,9217,,eightysomethings
55549,1000143,either,1,0,1,1,1,29,0,1,The National,9220,"Generally redundant, same as both. It cannot be used for a choice of more than two things: not you can be either a reporter or a sub-editor or a page editor). Similarly, the word latter is the last mentioned of two objects. Do not use when you mean each (The starlet had a sub-editor on each arm, not The starlet had a sub-editor on either arm).&nbsp;",
55550,1000143,eke out,1,0,0,1,1,29,0,1,The National,9220,Means to make something last longer.,
54663,1000143,El Clasico,2,0,0,1,1,31,0,1,The National,9217,,
55551,1000143,"elder, eldest",1,0,1,1,1,29,0,1,The National,9220,"Elder of two, eldest of three or more.",
55552,1000143,elderly,1,1,0,1,1,29,1,1,The National,9220,Use carefully. People aged 70 don’t consider themselves elderly.,
54633,1000143,Electra Street,2,0,0,1,1,23,0,1,The National,9217,,Elektra Street
55553,1000143,electrocute,1,0,0,1,1,29,0,1,The National,9220,Death by electric shock.,
54425,1000143,Eley Kishimoto,2,0,0,1,1,31,0,1,The National,9217,,
55554,1000143,"elicit, illicit",1,0,1,1,1,29,0,1,The National,9220,"Elicit means to provoke a reaction or draw out something hidden. Illicit is something forbidden by law, rules or custom.",
54426,1000143,Elie Saab,2,0,0,1,1,31,0,1,The National,9217,,
54427,1000143,Elie Tahari,2,0,0,1,1,31,0,1,The National,9217,,
55555,1000143,ellipsis,1,0,1,1,1,29,0,1,The National,9220,"Used to indicate some words have been omitted from a quote or to eliminate glaringly superfluous words or repetition. Overused, so avoid. It is often better to paraphrase the sentence.",
54513,1000143,Emaar,2,0,0,1,1,31,0,1,The National,9217,,
54846,1000143,email,1,0,0,1,1,21,0,1,The National,9217,Not hyphenated,e-mail
54859,1000143,emails,1,0,0,1,1,21,0,1,The National,9217,Not hyphenated,e-mails
54953,1000143,EMAL,2,0,0,1,1,31,0,1,The National,9217,,
54296,1000143,Emanuel Ungaro,2,0,0,1,1,31,0,1,The National,9217,,
55740,1000143,embarrass,1,0,0,1,1,23,0,1,The National,9220,,embarass
55741,1000143,embarrassment,1,0,0,1,1,23,0,1,The National,9220,,embarassment
55556,1000143,embassy,1,0,0,1,1,29,0,1,The National,9220,Lowercase.,
55828,1000143,emigrate,1,0,0,1,1,29,0,1,The National,9220,Emigrate&nbsp;means to leave one’s homeland.&nbsp;Immigrate&nbsp;means to arrive in a new country.,
55559,1000143,"emigrate, immigrate",1,0,1,1,1,29,0,1,The National,9220,Emigrate means to leave one’s country; immigrate means to arrive in a new one.,
54297,1000143,Emilio Pucci,2,0,0,1,1,31,0,1,The National,9217,,
55830,1000143,eminent,1,0,0,1,1,29,0,1,The National,9220,Eminent means respected and distinguished.&nbsp;Imminent means about to happen.,
55560,1000143,"eminent, imminent",1,0,1,1,1,29,0,1,The National,9220,Eminent means prominent or famous; imminent means impending.,
55562,1000143,Emirates,2,0,1,1,1,29,0,1,The National,9220," The airline. One word is usually sufficient, but use Emirates airline if the context is unclear.",
55561,1000143,emirates,1,0,1,1,1,29,0,1,The National,9220,"Uppercase the Emirates when referring to the country as a whole, but lowercase when referring to a specific emirate. If referring to all seven except Abu Dhabi and Dubai, it’s Northern Emirates. If not all five, it’s northern emirates.",
54739,1000143,Emirates airline,3,0,0,1,1,23,0,1,The National,9217,,Emirates Airline
54169,1000143,Emirates Hills,2,0,0,1,1,31,0,1,The National,9217,,
54451,1000143,Emirates Palace hotel,2,0,0,1,1,23,0,1,The National,9217,,Emirates Palace Hotel
54041,1000143,Emirati,2,0,0,1,1,31,0,1,The National,9217,,
54603,1000143,Emiratis,2,0,0,1,1,23,0,1,The National,9217,,UAE nationals
54993,1000143,Emiratisation,2,0,0,1,1,23,0,1,The National,9217,,Emiratization
54527,1000143,en suite,1,0,0,1,2,23,0,1,The National,9217,,ensuite
54357,1000143,encyclopaedia,1,0,0,1,1,23,0,1,The National,9217,,encyclopedia
54358,1000143,encyclopaedic,1,0,0,1,1,23,0,1,The National,9217,,encyclopedic
54294,1000143,end-of-year,1,0,0,1,1,23,0,1,The National,9217,,end of year
55563,1000143,enormity,1,1,0,1,1,29,1,1,The National,9220,"Does not mean great size; it means quality or character of being outrageous, or extreme wickedness or serious error. For great size, use immensity.",
54572,1000143,enquiries,1,0,0,1,1,31,0,1,The National,9217,,
55155,1000143,enrolment,1,0,0,1,1,23,0,1,The National,9217,,enrollment
55565,1000143,"ensure, insure",1,0,1,1,1,29,0,1,The National,9220,Ensure means to make certain; insure is to protect against loss.,
55566,1000143,Environment Agency Abu Dhabi,2,0,0,1,1,29,0,1,The National,9220,"No dash, whatever they like to call themselves, and the agency at subsequent mentions, not EAD, which makes no sense.",
55567,1000143,epicentre,1,0,0,1,1,29,0,1,The National,9220,The point on the Earth’s surface above the centre of an earthquake. Not a synonym for centre. To say that Mr Putin was at the epicentre of the dispute suggests that the argument took place underground.,
55568,1000143,"epilepsy, epileptic",1,0,1,1,1,29,0,1,The National,9220,"Refer to people with epilepsy, not epileptics.",
54974,1000143,equipped,1,0,0,1,1,23,0,1,The National,9217,,equipt
55569,1000143,"escaped man, escaped woman",1,0,1,1,1,29,0,1,The National,9220,Or escaper. Never escapee.,
54273,1000143,estate agent,1,0,0,1,2,23,0,1,The National,9217,,real estate agent
54282,1000143,estate car,1,0,0,1,1,23,0,1,The National,9217,,station wagon
54105,1000143,etc,1,1,0,1,1,31,1,1,The National,9217,,
55571,1000143,ethnicity,1,0,1,1,1,29,0,1,The National,9220,"Should be mentioned only when it is directly pertinent to the story. It is not the same thing as giving someone’s nationality, which is often necessary in a country where four out of five people are from somewhere else.",
54040,1000143,Etihad Airways,2,0,0,1,1,29,0,1,The National,9217,"The national airline of the UAE, based in Abu Dhabi. At subsequent mentions, Etihad or the airline.",
54602,1000143,Etisalat,2,0,0,1,1,31,0,1,The National,9217,,
55572,1000143,euphemisms,1,0,1,1,1,29,0,1,The National,9220,"Avoid. Civilian casualties, not collateral damage; unemployed, not between jobs; died, not passed away; kill, not terminate.",
54658,1000143,euro zone,2,0,0,1,1,23,0,1,The National,9217,,Euro Zone
54655,1000143,European Union,2,0,0,1,1,31,0,1,The National,9217,,
54777,1000143,Eurostat,2,0,0,1,1,31,0,1,The National,9217,,
55573,1000143,eurozone,1,0,0,1,1,23,0,1,The National,9220,,Eurozone
55574,1000143,evacuate,1,1,0,1,1,29,1,1,The National,9220,"To evacuate is to render empty. Thus, buildings may be evacuated but people may not (or not with any dignity).",
55575,1000143,"evade, avoid",1,0,1,1,1,29,0,1,The National,9220,"Evade has connotations of deceit (The axe murder evaded police). If it’s something more innocuous, use the more neutral avoid. Thus, while tax evasion is a crime, tax avoidance may be viewed as a duty.",
55577,1000143,"everyone, every one",1,0,1,1,1,29,0,1,The National,9220,Everyone is a pronoun that means all the people or everybody (Everyone at the party loved the elephant). Every one means each one of a group. (Every one of the guests thought they saw an elephant).,
55578,1000143,"evoke, invoke",1,0,1,1,1,29,0,1,The National,9220,"Evoke means to bring or recall to the conscious mind. Invoke means to petition for help, to summon by prayer, to quote as an authority or to put into effect.",
55579,1000143,exclusive,1,1,0,1,1,29,1,1,The National,9220,"Means shutting out or preventing entry or participation. Do not use as a synonym for rich or expensive, except in features.&nbsp; ",
54283,1000143,exhaust pipe,1,0,0,1,2,23,0,1,The National,9217,,tail pipe
2976951,1000143,expatriate,1,0,0,1,1,29,0,1,The National,27299,"In general, use residents to refer to foreigners living in the UAE.",
55583,1000143,"expect, forecast, predict (Business)",2,0,1,1,1,29,0,1,The National,9220,"Prefer forecast for macro movements. Expect and predict are too definite. Analysts may expect a profit of Dh3 million because it’s a definite number, but they forecast a profit to rise in general. (Forecast would still be acceptable for all uses.) Don’t use see when you mean expect.",
55584,1000143,"explicit, implicit",1,0,1,1,1,29,0,1,The National,9220,Explicit means stated clearly. Implicit is implied.,
55585,1000143,explosive,1,1,0,1,1,29,1,1,The National,9220,Do not use as an adjective unless referring to things that actually go boom.,
55586,1000143,Ezzedine Al Qassam Brigades,2,0,0,1,1,29,0,1,The National,9220,Armed wing of Hamas,
55060,1000143,facade,1,0,0,1,1,21,0,1,The National,9217,Not façade,façade
56806,1000143,face masks,1,0,0,3,1,23,0,3,The National,9217,,facemasks
55067,1000143,Facebook,2,0,0,1,1,23,0,1,The National,9217,,facebook
55587,1000143,facilitate,1,1,0,1,1,29,1,1,The National,9220,"Use allow, help, enable, whichever is most appropriate",
55588,1000143,facility,1,1,0,1,1,29,1,1,The National,9220,"Use specific names – prison, hospital, factory or even centre – rather than this lazy word.",
55589,1000143,fact that,1,1,0,1,1,29,1,1,The National,9220,Avoid. Often simply means that.,
54563,1000143,Farc,4,0,0,1,1,23,0,1,The National,9217,,FARC
55593,1000143,"farther, further",1,0,1,1,1,29,0,1,The National,9220,Farther for distances; further means more or additional.,
55592,1000143,"fascist, fascism",1,0,1,1,1,29,0,1,The National,9220,"Uppercase only in references to groups that call or called themselves Fascists. As general descriptions, usually derogatory, they are lowercase (He called the policeman a fascist). Most modern groups are neo-fascists.",
2976935,1000143,Fathi Bashagha,3,0,0,1,1,29,0,1,The National,27299,"Disputed Libyan prime minister, see also Abdul Hamid Dbeibah",
54583,1000143,favourite,1,0,0,1,1,23,0,1,The National,9217,,favorite
54584,1000143,favourites,1,0,0,1,1,23,0,1,The National,9217,,favorites
56412,1000143,Fayez Al Sarraj,2,0,0,1,1,21,0,1,The National,9220,Libyan politician. Former prime minister in UN-backed Government of National Accord. Not Serraj.,Fayez Al Serraj
55595,1000143,Fed,2,1,0,1,1,29,1,1,The National,9220,"The Federal Reserve Board is the central banking system in the US. The Fed may be used alone on second mention, but spell out on the first.",
55596,1000143,federal,1,0,0,1,1,29,0,1,The National,9220, Do not capitalise in federal Government.,
55594,1000143,Federation Internationale de l’Automobile,2,0,0,1,1,29,0,1,The National,9220,"Formula One’s governing body. The FIA is acceptable on subsequent mentions, but prefer the federation.",
55597,1000143,female,1,0,1,1,1,29,1,1,The National,9220,"Female is an adjective, but can be used as a noun with animals. Never write This club is for females only. Even if it means you have to repeat the word woman. ",
55598,1000143,fertilise,1,0,0,1,1,23,0,1,The National,9220,,fertilize
55599,1000143,fertiliser,1,0,0,1,1,23,0,1,The National,9220,,fertilizer
55600,1000143,"fewer, less",1,0,1,1,1,29,0,1,The National,9220,"Try to use fewer for things that can be counted, such as numbers and people, and less for quantities that cannot be counted or for a bulk amount (Fewer than 100 people attended; he ate less than a kilo of steak; she paid less than Dh100). Less than one, not fewer than one (Less than one in 20 people). Use less with fractions and percentages. However, there are so many exceptions (the carpet was less than 5 metres wide), some going back centuries, that the rule is really just personal taste expressed as an edict by pedants. The best advice is to write what sounds right: it probably is.",
55601,1000143,fief,1,0,0,1,1,23,0,1,The National,9220,,fiefdom
54515,1000143,Fifa,2,0,0,1,1,21,0,1,The National,9217,"The International Federation of Association Football, the game’s governing body. Fifa at all mentions.",FIFA
54475,1000143,fifty-something,1,0,0,1,1,23,0,1,The National,9217,,fiftysomething
54476,1000143,fifty-somethings,1,0,0,1,1,23,0,1,The National,9217,,fiftysomethings
55602,1000143,figures,1,0,1,1,1,29,0,1,The National,9220,Never start a sentence with a figure; write the number in words instead.,
55603,1000143,"filet, fillet",1,0,1,1,1,29,0,1,The National,9220,"Use filet for French terms (filet mignon), fillet for English ones (fillet of cod).",
54356,1000143,Filipina,2,0,0,1,1,23,0,1,The National,9217,,Philipina
54218,1000143,Filipino,2,0,0,1,2,21,0,1,The National,9217,"The collective noun for the people of the Philippines is Filipino, which may also be an adjective. Filipina is used for&nbsp;women.",Philipino
55604,1000143,"fill in, fill out",1,0,1,1,1,29,0,1,The National,9220,"We fill in forms, but if we eat too much shawarma we may fill out our clothes.",
55605,1000143,film titles,1,0,1,1,1,29,0,1,The National,9220,"Italicise. If in doubt about a title, consult www.imdb.com, which is the definitive reference.",
54222,1000143,filmmaker,1,0,0,1,1,23,0,1,The National,9217,,film-maker
